position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
6138,2190,57210706325,Ng J.S.C.,1,0,0,1,0,,0.333333,false,85077058079,https://www.scopus.com/authid/detail.uri?authorId=57210706325,provisional_query_candidates
6139,2190,57210707889,Glaser J.,1,0,1,0,0,,0.333333,false,84935056331,https://www.scopus.com/authid/detail.uri?authorId=57210707889,provisional_query_candidates
6140,2190,57210726825,Bae J.,1,0,1,0,0,,0.5,false,85217138203,https://www.scopus.com/authid/detail.uri?authorId=57210726825,provisional_query_candidates
6141,2190,57210728294,Schneider M.,1,1,1,1,0,,1.0,false,85082191919,https://www.scopus.com/authid/detail.uri?authorId=57210728294,provisional_query_candidates
6142,2190,57210729644,Creon L.E.,1,1,1,0,0,,0.5,false,85180097958,https://www.scopus.com/authid/detail.uri?authorId=57210729644,provisional_query_candidates
6143,2190,57210733121,Tiggelaar M.,1,0,1,0,0,,0.5,false,105015338737,https://www.scopus.com/authid/detail.uri?authorId=57210733121,provisional_query_candidates
6144,2190,57210794534,Pan Y.,1,0,1,0,0,,0.333333,false,105025676142,https://www.scopus.com/authid/detail.uri?authorId=57210794534,provisional_query_candidates
6145,2190,57210799970,Bodem-Schrötgens J.,1,0,1,0,0,,0.5,false,85071470510,https://www.scopus.com/authid/detail.uri?authorId=57210799970,provisional_query_candidates
6146,2190,57210806311,Stubenvoll M.,1,0,1,0,0,,0.5,false,85107798955,https://www.scopus.com/authid/detail.uri?authorId=57210806311,provisional_query_candidates
6147,2190,57210861621,Woodruff A.,1,0,0,1,0,,0.0625,false,85071722932,https://www.scopus.com/authid/detail.uri?authorId=57210861621,provisional_query_candidates
6148,2190,57210864886,Miller D.,1,0,1,0,0,,0.333333,false,105012893685,https://www.scopus.com/authid/detail.uri?authorId=57210864886,provisional_query_candidates
6149,2190,57210903733,Haaland I.,1,0,1,0,0,,0.333333,true,85173213879,https://www.scopus.com/authid/detail.uri?authorId=57210903733,provisional_query_candidates
6150,2190,57210904128,Golden L.A.,1,0,1,0,0,,0.25,false,85189510928,https://www.scopus.com/authid/detail.uri?authorId=57210904128,provisional_query_candidates
6151,2190,57210910706,Davis K.,1,1,0,1,0,,0.25,false,85071849197,https://www.scopus.com/authid/detail.uri?authorId=57210910706,provisional_query_candidates
6152,2190,57210943792,Fan Y.,1,0,1,0,0,,0.2,false,85105941450,https://www.scopus.com/authid/detail.uri?authorId=57210943792,provisional_query_candidates
6153,2190,57210948187,Guay C.,1,1,0,1,1,Amazon Mechanical Turk,0.5,false,85071980033,https://www.scopus.com/authid/detail.uri?authorId=57210948187,provisional_query_candidates
6154,2190,57210959518,Zeitz A.O.,1,0,0,1,0,,0.5,false,85173964060,https://www.scopus.com/authid/detail.uri?authorId=57210959518,provisional_query_candidates
6155,2190,57210960677,DeMattee A.,1,0,0,1,0,,0.25,false,105039103705,https://www.scopus.com/authid/detail.uri?authorId=57210960677,provisional_query_candidates
6156,2190,57210970339,Theorin N.,1,0,1,0,0,,0.111111,false,85104798005,https://www.scopus.com/authid/detail.uri?authorId=57210970339,provisional_query_candidates
6157,2190,57210997563,van Noort S.,1,0,1,1,0,,1.0,false,85176095626,https://www.scopus.com/authid/detail.uri?authorId=57210997563,provisional_query_candidates
6158,2190,57211057804,Long J.D.,1,0,0,1,0,,0.333333,false,85101402918,https://www.scopus.com/authid/detail.uri?authorId=57211057804,provisional_query_candidates
6159,2190,57211061264,Peez A.,1,1,1,0,0,,0.5,false,85215829875,https://www.scopus.com/authid/detail.uri?authorId=57211061264,provisional_query_candidates
6160,2190,57211065716,Thomson R.,1,0,1,0,0,,0.5,false,85044259810,https://www.scopus.com/authid/detail.uri?authorId=57211065716,provisional_query_candidates
6161,2190,57211095531,Ameye H.,1,0,1,0,0,,0.333333,false,85106267418,https://www.scopus.com/authid/detail.uri?authorId=57211095531,provisional_query_candidates
6162,2190,57211112245,Frake J.,1,0,0,1,0,,0.333333,false,85186188626,https://www.scopus.com/authid/detail.uri?authorId=57211112245,provisional_query_candidates
6163,2190,57211182102,Wyer F.,1,1,1,1,0,,1.0,false,86000304191,https://www.scopus.com/authid/detail.uri?authorId=57211182102,provisional_query_candidates
6164,2190,57211186022,Xi W.,1,1,1,0,0,,0.333333,false,85124320520,https://www.scopus.com/authid/detail.uri?authorId=57211186022,provisional_query_candidates
6165,2190,57211238067,Clark D.,1,1,1,0,1,Amazon Mechanical Turk,0.333333,false,85073105603,https://www.scopus.com/authid/detail.uri?authorId=57211238067,provisional_query_candidates
6166,2190,57211269636,Wagenaar C.C.L.,1,0,1,0,0,,0.333333,false,105025527508,https://www.scopus.com/authid/detail.uri?authorId=57211269636,provisional_query_candidates
6167,2190,57211270140,Spater J.,1,0,1,1,0,,1.0,false,85096674775,https://www.scopus.com/authid/detail.uri?authorId=57211270140,provisional_query_candidates
6168,2190,57211277369,Joo M.M.,1,0,1,0,0,,0.2,false,85191414669,https://www.scopus.com/authid/detail.uri?authorId=57211277369,provisional_query_candidates
6169,2190,57211291014,Korber M.,1,0,0,1,0,,0.5,false,85144919041,https://www.scopus.com/authid/detail.uri?authorId=57211291014,provisional_query_candidates
6170,2190,57211307903,Zhou Y.Y.,1,0,0,1,0,,0.5,false,85102440700,https://www.scopus.com/authid/detail.uri?authorId=57211307903,provisional_query_candidates
6171,2190,57211312927,Ponnusamy S.,1,0,0,1,0,,0.333333,false,105038196820,https://www.scopus.com/authid/detail.uri?authorId=57211312927,provisional_query_candidates
6172,2190,57211331902,Smith J.P.,1,0,1,0,0,,0.5,false,85073519390,https://www.scopus.com/authid/detail.uri?authorId=57211331902,provisional_query_candidates
6173,2190,57211337163,Ponce de León Z.,1,0,0,1,0,,0.5,false,105032793790,https://www.scopus.com/authid/detail.uri?authorId=57211337163,provisional_query_candidates
6174,2190,57211349028,Shahen M.E.,1,0,1,0,0,,0.333333,false,85073634874,https://www.scopus.com/authid/detail.uri?authorId=57211349028,provisional_query_candidates
6175,2190,57211354089,Chesterton H.,1,0,0,1,0,,0.5,false,105047725051,https://www.scopus.com/authid/detail.uri?authorId=57211354089,provisional_query_candidates
6176,2190,57211354261,Maes C.,1,0,1,0,0,,0.333333,false,105033993810,https://www.scopus.com/authid/detail.uri?authorId=57211354261,provisional_query_candidates
6177,2190,57211366528,LaMotte M.E.,1,1,0,1,0,,0.333333,false,85184143778,https://www.scopus.com/authid/detail.uri?authorId=57211366528,provisional_query_candidates
6178,2190,57211405511,Santos F.G.,1,0,0,1,0,,0.5,false,85209628834,https://www.scopus.com/authid/detail.uri?authorId=57211405511,provisional_query_candidates
6179,2190,57211407742,Wakamatsu Y.,1,0,0,1,0,,0.25,false,85191157369,https://www.scopus.com/authid/detail.uri?authorId=57211407742,provisional_query_candidates
6180,2190,57211433908,Turner-Zwinkels T.,1,1,0,1,0,,0.25,false,85117203588,https://www.scopus.com/authid/detail.uri?authorId=57211433908,provisional_query_candidates
6181,2190,57211440756,Okura K.,1,0,1,1,0,,1.0,false,105046265810,https://www.scopus.com/authid/detail.uri?authorId=57211440756,provisional_query_candidates
6182,2190,57211444399,Xu H.,1,0,0,1,0,,0.333333,false,85098574836,https://www.scopus.com/authid/detail.uri?authorId=57211444399,provisional_query_candidates
6183,2190,57211445229,Herkes F.J.,1,0,1,0,0,,0.5,false,85173923907,https://www.scopus.com/authid/detail.uri?authorId=57211445229,provisional_query_candidates
6184,2190,57211447051,Marston J.F.,1,0,1,1,0,,1.0,false,85083110701,https://www.scopus.com/authid/detail.uri?authorId=57211447051,provisional_query_candidates
6185,2190,57211447137,Ribar D.,1,1,0,1,0,,0.5,false,85136001212,https://www.scopus.com/authid/detail.uri?authorId=57211447137,provisional_query_candidates
6186,2190,57211448885,Ahmed W.,1,0,0,1,0,,0.25,false,85073935422,https://www.scopus.com/authid/detail.uri?authorId=57211448885,provisional_query_candidates
6187,2190,57211462992,Kaufmann-Kuchta K.,1,1,0,1,0,,0.5,false,105046544687,https://www.scopus.com/authid/detail.uri?authorId=57211462992,provisional_query_candidates
6188,2190,57211463612,Kas J.,1,1,0,1,0,,0.5,false,85202865932,https://www.scopus.com/authid/detail.uri?authorId=57211463612,provisional_query_candidates
6189,2190,57211466833,Maineri A.M.,1,0,1,0,0,,0.333333,false,85074116249,https://www.scopus.com/authid/detail.uri?authorId=57211466833,provisional_query_candidates
6190,2190,57211474994,Hoffmann L.,1,0,0,1,0,,0.333333,false,85118775357,https://www.scopus.com/authid/detail.uri?authorId=57211474994,provisional_query_candidates
6191,2190,57211533198,Ohadi S.,1,0,0,1,0,,0.5,false,85136527007,https://www.scopus.com/authid/detail.uri?authorId=57211533198,provisional_query_candidates
6192,2190,57211539578,Jensen A.,1,0,1,0,0,,0.25,false,85100716057,https://www.scopus.com/authid/detail.uri?authorId=57211539578,provisional_query_candidates
6193,2190,57211554630,Barfort S.,1,0,1,0,0,,0.25,false,85092714443,https://www.scopus.com/authid/detail.uri?authorId=57211554630,provisional_query_candidates
6194,2190,57211562967,Neo R.,1,0,0,1,0,,0.5,false,85190532051,https://www.scopus.com/authid/detail.uri?authorId=57211562967,provisional_query_candidates
6195,2190,57211575876,Ferreira J.V.,1,0,1,0,0,,0.25,false,105025462569,https://www.scopus.com/authid/detail.uri?authorId=57211575876,provisional_query_candidates
6196,2190,57211577789,Farkač B.,1,1,0,1,0,,0.166667,false,105038641011,https://www.scopus.com/authid/detail.uri?authorId=57211577789,provisional_query_candidates
6197,2190,57211579091,Vinluan A.C.,1,1,1,0,0,,0.25,false,105003226436,https://www.scopus.com/authid/detail.uri?authorId=57211579091,provisional_query_candidates
6198,2190,57211582440,Terzioğlu B.,1,0,0,1,0,,0.333333,false,85074503147,https://www.scopus.com/authid/detail.uri?authorId=57211582440,provisional_query_candidates
6199,2190,57211585764,Sahn A.,1,0,0,1,0,,0.5,true,105018509796,https://www.scopus.com/authid/detail.uri?authorId=57211585764,provisional_query_candidates
6200,2190,57211604571,Sondern D.,1,1,1,0,0,,0.5,false,85074612828,https://www.scopus.com/authid/detail.uri?authorId=57211604571,provisional_query_candidates
6201,2190,57211634808,Qiao Y.,1,0,1,0,0,,0.5,false,85205878037,https://www.scopus.com/authid/detail.uri?authorId=57211634808,provisional_query_candidates
6202,2190,57211653101,Harris S.M.,1,1,1,0,0,,0.2,false,85122629727,https://www.scopus.com/authid/detail.uri?authorId=57211653101,provisional_query_candidates
6203,2190,57211679240,Kurzepa-Dedo K.,1,0,0,1,0,,0.142857,false,85074825621,https://www.scopus.com/authid/detail.uri?authorId=57211679240,provisional_query_candidates
6204,2190,57211688942,Valgarðsson V.,1,0,1,0,0,,0.166667,false,85201000153,https://www.scopus.com/authid/detail.uri?authorId=57211688942,provisional_query_candidates
6205,2190,57211715601,Hummel P.,1,0,1,0,0,,0.5,false,85086366199,https://www.scopus.com/authid/detail.uri?authorId=57211715601,provisional_query_candidates
6206,2190,57211770718,McConnell K.,1,0,1,1,0,,1.0,false,85134188096,https://www.scopus.com/authid/detail.uri?authorId=57211770718,provisional_query_candidates
6207,2190,57211788422,Armstrong G.M.,1,0,1,0,0,,0.5,false,85075029730,https://www.scopus.com/authid/detail.uri?authorId=57211788422,provisional_query_candidates
6208,2190,57211796765,Ma Y.,1,1,1,0,0,,0.25,false,105016494283,https://www.scopus.com/authid/detail.uri?authorId=57211796765,provisional_query_candidates
6209,2190,57211819253,Simonetti A.,1,0,1,0,0,,0.333333,false,85216838773,https://www.scopus.com/authid/detail.uri?authorId=57211819253,provisional_query_candidates
6210,2190,57211840242,Mourato S.,1,1,0,1,0,,0.333333,false,84963951597,https://www.scopus.com/authid/detail.uri?authorId=57211840242,provisional_query_candidates
6211,2190,57211848410,Crawley S.,1,1,1,0,0,,0.333333,false,85088696594,https://www.scopus.com/authid/detail.uri?authorId=57211848410,provisional_query_candidates
6212,2190,57211850185,Scott Kennedy K.,1,0,0,1,0,,0.25,false,85075131482,https://www.scopus.com/authid/detail.uri?authorId=57211850185,provisional_query_candidates
6213,2190,57211864930,Parker S.,1,1,0,1,0,,0.5,false,105030624392,https://www.scopus.com/authid/detail.uri?authorId=57211864930,provisional_query_candidates
6214,2190,57211913001,Kortendiek N.,1,0,1,0,0,,0.5,false,85150530880,https://www.scopus.com/authid/detail.uri?authorId=57211913001,provisional_query_candidates
6215,2190,57211914020,Fealing C.,1,0,0,1,0,,0.5,false,105013803508,https://www.scopus.com/authid/detail.uri?authorId=57211914020,provisional_query_candidates
6216,2190,57211928911,Stewart C.,1,1,0,1,1,YouGov,0.2,false,85200641349,https://www.scopus.com/authid/detail.uri?authorId=57211928911,provisional_query_candidates
6217,2190,57211937702,Seto C.H.,1,1,1,0,0,,0.25,false,105046799706,https://www.scopus.com/authid/detail.uri?authorId=57211937702,provisional_query_candidates
6218,2190,57211938346,Vale M.T.,1,1,1,0,0,,0.333333,false,85075456322,https://www.scopus.com/authid/detail.uri?authorId=57211938346,provisional_query_candidates
6219,2190,57211939700,Sublett J.F.,1,1,0,1,0,,0.333333,false,85075456322,https://www.scopus.com/authid/detail.uri?authorId=57211939700,provisional_query_candidates
6220,2190,57211940473,Neoh M.J.Y.,1,1,1,0,0,,0.25,false,85175019217,https://www.scopus.com/authid/detail.uri?authorId=57211940473,provisional_query_candidates
6221,2190,57211949792,Yang Y.,1,1,1,0,0,,0.5,false,105002491811,https://www.scopus.com/authid/detail.uri?authorId=57211949792,provisional_query_candidates
6222,2190,57211950989,Leal C.C.,1,1,0,1,0,,0.333333,false,105035605626,https://www.scopus.com/authid/detail.uri?authorId=57211950989,provisional_query_candidates
6223,2190,57211960842,Bobzien L.,1,0,0,1,0,,0.5,false,85194908853,https://www.scopus.com/authid/detail.uri?authorId=57211960842,provisional_query_candidates
6224,2190,57211963456,Bechard A.,1,1,1,0,0,,0.333333,false,85182696926,https://www.scopus.com/authid/detail.uri?authorId=57211963456,provisional_query_candidates
6225,2190,57211968408,Lundström M.,1,1,0,1,0,,0.5,false,85131739595,https://www.scopus.com/authid/detail.uri?authorId=57211968408,provisional_query_candidates
6226,2190,57212004967,Smith C.N.,1,0,1,0,0,,0.5,false,85075657714,https://www.scopus.com/authid/detail.uri?authorId=57212004967,provisional_query_candidates
6227,2190,57212017846,Han S.,1,0,1,0,0,,0.5,false,85212405352,https://www.scopus.com/authid/detail.uri?authorId=57212017846,provisional_query_candidates
6228,2190,57212018122,Kim Y.K.,1,1,1,1,0,,1.0,false,105023117559,https://www.scopus.com/authid/detail.uri?authorId=57212018122,provisional_query_candidates
6229,2190,57212026142,Stavenes T.,1,0,0,1,0,,0.5,false,105036534160,https://www.scopus.com/authid/detail.uri?authorId=57212026142,provisional_query_candidates
6230,2190,57212032477,Roden J.,1,0,1,1,0,,1.0,false,85132651005,https://www.scopus.com/authid/detail.uri?authorId=57212032477,provisional_query_candidates
6231,2190,57212032682,LoParco C.R.,1,1,1,0,0,,0.1,false,105036248229,https://www.scopus.com/authid/detail.uri?authorId=57212032682,provisional_query_candidates
6232,2190,57212064411,Yu L.,1,1,1,0,0,,0.5,false,85129754619,https://www.scopus.com/authid/detail.uri?authorId=57212064411,provisional_query_candidates
6233,2190,57212169384,Nungsari M.,1,1,0,1,0,,0.333333,false,85138620395,https://www.scopus.com/authid/detail.uri?authorId=57212169384,provisional_query_candidates
6234,2190,57212191699,King H.,1,1,0,1,0,,0.111111,false,85113668035,https://www.scopus.com/authid/detail.uri?authorId=57212191699,provisional_query_candidates
6235,2190,57212208718,Borsboom C.,1,0,1,0,0,,0.5,false,85076219029,https://www.scopus.com/authid/detail.uri?authorId=57212208718,provisional_query_candidates
6236,2190,57212372883,Jones M.,1,0,0,1,0,,0.25,false,85165003203,https://www.scopus.com/authid/detail.uri?authorId=57212372883,provisional_query_candidates
6237,2190,57212383043,Chaiwat T.,1,1,1,0,0,,0.333333,false,85192090135,https://www.scopus.com/authid/detail.uri?authorId=57212383043,provisional_query_candidates
6238,2190,57212412895,Minnich A.,1,0,1,0,0,,0.333333,false,85207923414,https://www.scopus.com/authid/detail.uri?authorId=57212412895,provisional_query_candidates
6239,2190,57212413284,Oswald L.,1,0,0,1,0,,0.333333,false,85206670860,https://www.scopus.com/authid/detail.uri?authorId=57212413284,provisional_query_candidates
6240,2190,57212453205,Luz G.,1,1,0,1,0,,0.333333,false,85147313405,https://www.scopus.com/authid/detail.uri?authorId=57212453205,provisional_query_candidates
6241,2190,57212466692,Wu L.,1,0,1,0,0,,0.5,false,105035740551,https://www.scopus.com/authid/detail.uri?authorId=57212466692,provisional_query_candidates
6242,2190,57212468444,Johnson M.,1,0,1,1,0,,1.0,false,85086120854,https://www.scopus.com/authid/detail.uri?authorId=57212468444,provisional_query_candidates
6243,2190,57212476641,Ki N.,1,0,1,1,0,,1.0,false,85108409346,https://www.scopus.com/authid/detail.uri?authorId=57212476641,provisional_query_candidates
6244,2190,57212483461,Rai T.S.,1,1,1,0,0,,0.333333,false,85026874171,https://www.scopus.com/authid/detail.uri?authorId=57212483461,provisional_query_candidates
6245,2190,57212513300,Orr L.V.,1,0,1,0,0,,0.5,false,85132896321,https://www.scopus.com/authid/detail.uri?authorId=57212513300,provisional_query_candidates
6246,2190,57212513431,Syverson J.,1,1,0,1,0,,0.5,false,85076914127,https://www.scopus.com/authid/detail.uri?authorId=57212513431,provisional_query_candidates
6247,2190,57212529089,Di Gesto C.,1,1,0,1,0,,0.2,false,85114202589,https://www.scopus.com/authid/detail.uri?authorId=57212529089,provisional_query_candidates
6248,2190,57212583563,García-Amador J.M.,1,0,0,1,0,,0.111111,false,85077141779,https://www.scopus.com/authid/detail.uri?authorId=57212583563,provisional_query_candidates
6249,2190,57212588348,Constantin K.,1,1,1,0,0,,0.333333,false,86000286539,https://www.scopus.com/authid/detail.uri?authorId=57212588348,provisional_query_candidates
6250,2190,57212588444,Jabbari J.,1,0,1,0,0,,0.25,false,85174598361,https://www.scopus.com/authid/detail.uri?authorId=57212588444,provisional_query_candidates
6251,2190,57212588675,Aula V.,1,1,1,0,0,,0.333333,false,105039201563,https://www.scopus.com/authid/detail.uri?authorId=57212588675,provisional_query_candidates
6252,2190,57212608455,Barwick C.,1,0,1,0,0,,0.5,false,85077184665,https://www.scopus.com/authid/detail.uri?authorId=57212608455,provisional_query_candidates
6253,2190,57212654655,Mauland R.,1,0,1,0,0,,0.25,false,85163431111,https://www.scopus.com/authid/detail.uri?authorId=57212654655,provisional_query_candidates
6254,2190,57212663533,Kaiser J.,1,0,1,0,0,,0.333333,false,85055550361,https://www.scopus.com/authid/detail.uri?authorId=57212663533,provisional_query_candidates
6255,2190,57212673401,Cabrera-Álvarez P.,1,1,1,0,0,,0.5,false,85177222490,https://www.scopus.com/authid/detail.uri?authorId=57212673401,provisional_query_candidates
6256,2190,57212757431,Raychaudhuri T.,1,0,0,1,0,,0.5,true,105044323472,https://www.scopus.com/authid/detail.uri?authorId=57212757431,provisional_query_candidates
6257,2190,57212812328,York E.A.,1,0,1,1,0,,1.0,false,85134740707,https://www.scopus.com/authid/detail.uri?authorId=57212812328,provisional_query_candidates
6258,2190,57212882345,Winters C.,1,0,0,1,0,,0.166667,false,85077467338,https://www.scopus.com/authid/detail.uri?authorId=57212882345,provisional_query_candidates
6259,2190,57212888221,Vinson D.,1,0,1,0,1,Amazon Mechanical Turk,0.25,false,84904884986,https://www.scopus.com/authid/detail.uri?authorId=57212888221,provisional_query_candidates
6260,2190,57212961626,Smith S.S.,1,0,0,1,0,,0.5,false,84995752698,https://www.scopus.com/authid/detail.uri?authorId=57212961626,provisional_query_candidates
6261,2190,57213062899,Simms K.,1,1,0,1,0,,0.333333,false,85062530438,https://www.scopus.com/authid/detail.uri?authorId=57213062899,provisional_query_candidates
6262,2190,57213192968,Hofmann L.,1,1,1,0,0,,0.5,false,105005440364,https://www.scopus.com/authid/detail.uri?authorId=57213192968,provisional_query_candidates
6263,2190,57213318215,Enyioha C.,1,1,1,0,0,,0.142857,false,105009167724,https://www.scopus.com/authid/detail.uri?authorId=57213318215,provisional_query_candidates
6264,2190,57213588691,Giallouri T.,1,0,1,0,0,,0.5,false,85195495078,https://www.scopus.com/authid/detail.uri?authorId=57213588691,provisional_query_candidates
6265,2190,57213595918,Carty E.,1,0,0,1,0,,0.333333,false,85198858118,https://www.scopus.com/authid/detail.uri?authorId=57213595918,provisional_query_candidates
6266,2190,57213600707,Abuin C.,1,0,0,1,0,,0.333333,false,85077870896,https://www.scopus.com/authid/detail.uri?authorId=57213600707,provisional_query_candidates
6267,2190,57213625828,Su M.H.,1,0,1,0,0,,0.5,false,85176414741,https://www.scopus.com/authid/detail.uri?authorId=57213625828,provisional_query_candidates
6268,2190,57213712564,Wager E.,1,0,1,0,0,,0.5,false,105016225323,https://www.scopus.com/authid/detail.uri?authorId=57213712564,provisional_query_candidates
6269,2190,57213746753,Deng X.,1,0,0,1,0,,0.333333,false,105047118265,https://www.scopus.com/authid/detail.uri?authorId=57213746753,provisional_query_candidates
6270,2190,57213775118,Hayes M.,1,0,0,1,0,,0.5,false,85175054741,https://www.scopus.com/authid/detail.uri?authorId=57213775118,provisional_query_candidates
6271,2190,57213821190,Sleijpen S.,1,0,1,0,0,,0.333333,false,85078056345,https://www.scopus.com/authid/detail.uri?authorId=57213821190,provisional_query_candidates
6272,2190,57213821937,Freitas-Groff Z.,1,0,1,0,0,,0.333333,false,105041650525,https://www.scopus.com/authid/detail.uri?authorId=57213821937,provisional_query_candidates
6273,2190,57214030559,Peterson P.E.,1,0,0,1,0,,0.5,false,85052109904,https://www.scopus.com/authid/detail.uri?authorId=57214030559,provisional_query_candidates
6274,2190,57214061454,Adams M.M.,1,1,1,0,0,,0.5,false,85130415081,https://www.scopus.com/authid/detail.uri?authorId=57214061454,provisional_query_candidates
6275,2190,57214067443,Liu S.,1,0,1,0,0,,0.5,false,85181730451,https://www.scopus.com/authid/detail.uri?authorId=57214067443,provisional_query_candidates
6276,2190,57214077940,van der Put A.C.,1,1,1,0,0,,0.25,false,85144352919,https://www.scopus.com/authid/detail.uri?authorId=57214077940,provisional_query_candidates
6277,2190,57214087206,Jiang S.,1,0,1,0,0,,0.333333,false,105029302209,https://www.scopus.com/authid/detail.uri?authorId=57214087206,provisional_query_candidates
6278,2190,57214095499,Ohmura H.,1,0,1,1,0,,1.0,false,105006712051,https://www.scopus.com/authid/detail.uri?authorId=57214095499,provisional_query_candidates
6279,2190,57214123735,Lang G.,1,0,1,0,0,,0.5,false,85096552068,https://www.scopus.com/authid/detail.uri?authorId=57214123735,provisional_query_candidates
6280,2190,57214140849,Baron J.,1,0,1,0,0,,0.5,false,85085999383,https://www.scopus.com/authid/detail.uri?authorId=57214140849,provisional_query_candidates
6281,2190,57214226145,Semeijn J.H.,1,1,0,1,0,,0.5,false,85215132885,https://www.scopus.com/authid/detail.uri?authorId=57214226145,provisional_query_candidates
6282,2190,57214229344,Jacob M.S.,1,0,1,1,0,,1.0,false,105002649278,https://www.scopus.com/authid/detail.uri?authorId=57214229344,provisional_query_candidates
6283,2190,57214243587,Barrett B.,1,0,1,0,0,,0.5,false,85217201565,https://www.scopus.com/authid/detail.uri?authorId=57214243587,provisional_query_candidates
6284,2190,57214247988,Xie G.,1,1,0,1,0,,0.142857,false,85105079678,https://www.scopus.com/authid/detail.uri?authorId=57214247988,provisional_query_candidates
6285,2190,57214255964,Zhang Y.,1,0,1,0,0,,0.25,false,85062042874,https://www.scopus.com/authid/detail.uri?authorId=57214255964,provisional_query_candidates
6286,2190,57214320101,Libgober B.,1,0,0,1,0,,0.5,false,85159697138,https://www.scopus.com/authid/detail.uri?authorId=57214320101,provisional_query_candidates
6287,2190,57214365038,Masullo G.M.,1,0,1,0,0,,0.5,false,85094906634,https://www.scopus.com/authid/detail.uri?authorId=57214365038,provisional_query_candidates
6288,2190,57214554831,Moe A.,1,0,0,1,0,,0.333333,false,85200540673,https://www.scopus.com/authid/detail.uri?authorId=57214554831,provisional_query_candidates
6289,2190,57214591241,Grady S.M.,1,0,1,0,0,,0.333333,false,105011256357,https://www.scopus.com/authid/detail.uri?authorId=57214591241,provisional_query_candidates
6290,2190,57214603092,Hummler T.,1,0,0,1,0,,0.5,false,105008722015,https://www.scopus.com/authid/detail.uri?authorId=57214603092,provisional_query_candidates
6291,2190,57214604141,He Q.,1,0,0,1,0,,0.333333,false,86000352682,https://www.scopus.com/authid/detail.uri?authorId=57214604141,provisional_query_candidates
6292,2190,57214671929,Krotký J.K.,1,0,0,1,0,,0.5,false,85215320938,https://www.scopus.com/authid/detail.uri?authorId=57214671929,provisional_query_candidates
6293,2190,57214687287,Huber L.M.,1,0,1,0,0,,0.333333,false,85193819898,https://www.scopus.com/authid/detail.uri?authorId=57214687287,provisional_query_candidates
6294,2190,57214693179,Lou M.,1,0,1,0,0,,0.2,false,105032829539,https://www.scopus.com/authid/detail.uri?authorId=57214693179,provisional_query_candidates
6295,2190,57214760481,Donnaloja V.,1,0,1,0,0,,0.5,false,85177466594,https://www.scopus.com/authid/detail.uri?authorId=57214760481,provisional_query_candidates
6296,2190,57214800593,Gazeaud J.,1,0,1,1,0,,1.0,false,85079175525,https://www.scopus.com/authid/detail.uri?authorId=57214800593,provisional_query_candidates
6297,2190,57214805324,Basseches J.,1,0,1,0,0,,0.25,false,105006834893,https://www.scopus.com/authid/detail.uri?authorId=57214805324,provisional_query_candidates
6298,2190,57214808460,Sobotka T.C.,1,0,1,0,0,,0.5,false,85084570951,https://www.scopus.com/authid/detail.uri?authorId=57214808460,provisional_query_candidates
6299,2190,57214821356,Carpini J.A.,1,1,1,0,0,,0.125,false,105028890488,https://www.scopus.com/authid/detail.uri?authorId=57214821356,provisional_query_candidates
6300,2190,57214837746,Arshad M.,1,1,0,1,0,,0.25,false,105046126190,https://www.scopus.com/authid/detail.uri?authorId=57214837746,provisional_query_candidates
6301,2190,57214886459,Cunha Silva P.,1,1,0,1,0,,0.5,false,85217750555,https://www.scopus.com/authid/detail.uri?authorId=57214886459,provisional_query_candidates
6302,2190,57214989478,Školník M.,1,0,1,0,0,,0.333333,false,85115379692,https://www.scopus.com/authid/detail.uri?authorId=57214989478,provisional_query_candidates
6303,2190,57215006791,Kang Y.,1,1,1,0,0,,0.333333,false,85124914335,https://www.scopus.com/authid/detail.uri?authorId=57215006791,provisional_query_candidates
6304,2190,57215026926,Galloway B.,1,0,1,0,0,,0.25,false,85165003203,https://www.scopus.com/authid/detail.uri?authorId=57215026926,provisional_query_candidates
6305,2190,57215042750,Semenescu A.,1,1,1,1,0,,1.0,false,105038446663,https://www.scopus.com/authid/detail.uri?authorId=57215042750,provisional_query_candidates
6306,2190,57215043540,Guiler K.,1,1,0,1,0,,0.5,false,85091790348,https://www.scopus.com/authid/detail.uri?authorId=57215043540,provisional_query_candidates
6307,2190,57215063011,Gänser-Stickler G.M.,1,1,1,0,0,,0.25,false,105014261044,https://www.scopus.com/authid/detail.uri?authorId=57215063011,provisional_query_candidates
6308,2190,57215087122,Heermann M.,1,0,1,0,0,,0.333333,false,85149216117,https://www.scopus.com/authid/detail.uri?authorId=57215087122,provisional_query_candidates
6309,2190,57215087189,Daminato C.,1,0,0,1,0,,0.333333,false,105022784871,https://www.scopus.com/authid/detail.uri?authorId=57215087189,provisional_query_candidates
6310,2190,57215090784,Wang L.T.,1,1,0,1,0,,0.5,false,85079845012,https://www.scopus.com/authid/detail.uri?authorId=57215090784,provisional_query_candidates
6311,2190,57215091806,Kyeong Lee N.,1,0,0,1,0,,0.333333,false,85141379001,https://www.scopus.com/authid/detail.uri?authorId=57215091806,provisional_query_candidates
