position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
2229,2190,6506859557,Rovira T.,1,1,0,1,0,,0.333333,false,85079037666,https://www.scopus.com/authid/detail.uri?authorId=6506859557,provisional_query_candidates
2230,2190,6507039971,Hönnige C.,1,0,0,1,0,,0.333333,false,85116854412,https://www.scopus.com/authid/detail.uri?authorId=6507039971,provisional_query_candidates
2231,2190,6507100917,Magenheim E.B.,1,1,0,1,0,,0.333333,false,85119409532,https://www.scopus.com/authid/detail.uri?authorId=6507100917,provisional_query_candidates
2232,2190,6507104295,Meinke S.R.,1,0,1,1,0,,1.0,false,85209182554,https://www.scopus.com/authid/detail.uri?authorId=6507104295,provisional_query_candidates
2233,2190,6507148162,Cinner J.E.,1,1,0,1,0,,0.2,false,105037401011,https://www.scopus.com/authid/detail.uri?authorId=6507148162,provisional_query_candidates
2234,2190,6507172151,Nerini A.,1,1,0,1,0,,0.2,false,85140740474,https://www.scopus.com/authid/detail.uri?authorId=6507172151,provisional_query_candidates
2235,2190,6507246484,Luna-Reyes L.F.,1,0,0,1,0,,0.333333,false,85120815262,https://www.scopus.com/authid/detail.uri?authorId=6507246484,provisional_query_candidates
2236,2190,6507259939,Albornoz F.,1,0,1,0,0,,0.2,false,85206875956,https://www.scopus.com/authid/detail.uri?authorId=6507259939,provisional_query_candidates
2237,2190,6507290704,Stoebenau K.,1,1,1,0,0,,0.2,false,85062803942,https://www.scopus.com/authid/detail.uri?authorId=6507290704,provisional_query_candidates
2238,2190,6507304363,Basedau M.,1,0,1,0,0,,0.333333,false,85118775357,https://www.scopus.com/authid/detail.uri?authorId=6507304363,provisional_query_candidates
2239,2190,6507462031,Deckman M.,1,0,1,0,0,,0.5,false,85128381919,https://www.scopus.com/authid/detail.uri?authorId=6507462031,provisional_query_candidates
2240,2190,6507490629,Baguley T.,1,1,1,0,0,,0.333333,false,85132367551,https://www.scopus.com/authid/detail.uri?authorId=6507490629,provisional_query_candidates
2241,2190,6507565235,Kinne B.J.,1,0,0,1,0,,0.5,false,105029516576,https://www.scopus.com/authid/detail.uri?authorId=6507565235,provisional_query_candidates
2242,2190,6507568229,Morgan-Jones E.,1,0,1,0,0,,0.25,false,85089150205,https://www.scopus.com/authid/detail.uri?authorId=6507568229,provisional_query_candidates
2243,2190,6507599307,Faia E.,1,0,1,0,0,,0.25,false,85194423611,https://www.scopus.com/authid/detail.uri?authorId=6507599307,provisional_query_candidates
2244,2190,6507634068,Braucher J.,1,1,1,0,0,,0.333333,false,84870322491,https://www.scopus.com/authid/detail.uri?authorId=6507634068,provisional_query_candidates
2245,2190,6507639810,van der Klaauw W.,1,0,0,1,0,,0.166667,false,85185602459,https://www.scopus.com/authid/detail.uri?authorId=6507639810,provisional_query_candidates
2246,2190,6507640807,Nicholson-Crotty J.,1,0,1,0,0,,0.333333,false,85153350971,https://www.scopus.com/authid/detail.uri?authorId=6507640807,provisional_query_candidates
2247,2190,6507643766,Canevello A.,1,0,1,0,0,,0.333333,false,85137191359,https://www.scopus.com/authid/detail.uri?authorId=6507643766,provisional_query_candidates
2248,2190,6507697849,Kotzian P.,1,1,0,1,0,,0.25,false,85037607239,https://www.scopus.com/authid/detail.uri?authorId=6507697849,provisional_query_candidates
2249,2190,6507757344,Kirke A.B.,1,1,1,0,0,,0.2,false,105018398247,https://www.scopus.com/authid/detail.uri?authorId=6507757344,provisional_query_candidates
2250,2190,6507779856,Gummadi K.P.,1,1,0,1,0,,0.333333,false,85075073807,https://www.scopus.com/authid/detail.uri?authorId=6507779856,provisional_query_candidates
2251,2190,6507813524,Hammert W.C.,1,0,0,1,0,,0.01,false,105012935442,https://www.scopus.com/authid/detail.uri?authorId=6507813524,provisional_query_candidates
2252,2190,6507915718,Ridout T.N.,1,0,1,0,0,,0.333333,false,84923924266,https://www.scopus.com/authid/detail.uri?authorId=6507915718,provisional_query_candidates
2253,2190,6507956037,Segatti P.,1,0,0,1,0,,0.5,false,85033703721,https://www.scopus.com/authid/detail.uri?authorId=6507956037,provisional_query_candidates
2254,2190,6508026665,Gentzkow M.,1,0,0,1,0,,0.25,false,85150414412,https://www.scopus.com/authid/detail.uri?authorId=6508026665,provisional_query_candidates
2255,2190,6508058220,Unah I.,1,0,0,1,0,,0.5,false,85219724477,https://www.scopus.com/authid/detail.uri?authorId=6508058220,provisional_query_candidates
2256,2190,6508112755,Hicken A.,1,0,1,0,0,,0.25,false,85183542861,https://www.scopus.com/authid/detail.uri?authorId=6508112755,provisional_query_candidates
2257,2190,6508167439,Levy Yeyati E.,1,0,1,0,0,,0.333333,false,85077870896,https://www.scopus.com/authid/detail.uri?authorId=6508167439,provisional_query_candidates
2258,2190,6508189028,Morning A.,1,0,1,0,0,,0.333333,true,85073523455,https://www.scopus.com/authid/detail.uri?authorId=6508189028,provisional_query_candidates
2259,2190,6508189888,Shlay A.B.,1,0,1,1,0,,1.0,false,70449093751,https://www.scopus.com/authid/detail.uri?authorId=6508189888,provisional_query_candidates
2260,2190,6508243528,Sorens J.,1,0,0,1,0,,0.5,false,85135277158,https://www.scopus.com/authid/detail.uri?authorId=6508243528,provisional_query_candidates
2261,2190,6508273756,Canache D.,1,1,1,0,0,,0.25,false,85120550900,https://www.scopus.com/authid/detail.uri?authorId=6508273756,provisional_query_candidates
2262,2190,6508296287,Armantier O.,1,0,1,0,0,,0.2,false,84978383963,https://www.scopus.com/authid/detail.uri?authorId=6508296287,provisional_query_candidates
2263,2190,6508323655,Terum L.I.,1,1,1,0,0,,0.333333,false,85015026292,https://www.scopus.com/authid/detail.uri?authorId=6508323655,provisional_query_candidates
2264,2190,6508329465,Gwiasda G.W.,1,0,0,1,0,,0.5,true,77950941472,https://www.scopus.com/authid/detail.uri?authorId=6508329465,provisional_query_candidates
2265,2190,6508363434,Ruhs M.,1,0,0,1,0,,0.5,false,105034682425,https://www.scopus.com/authid/detail.uri?authorId=6508363434,provisional_query_candidates
2266,2190,6601924137,Sniderman P.M.,1,0,1,1,0,,1.0,true,85165345356,https://www.scopus.com/authid/detail.uri?authorId=6601924137,provisional_query_candidates
2267,2190,6601955323,Reisenzein R.,1,0,1,0,0,,0.333333,false,105022086443,https://www.scopus.com/authid/detail.uri?authorId=6601955323,provisional_query_candidates
2268,2190,6601967769,Fiorito J.,1,1,1,0,0,,0.5,false,85100911911,https://www.scopus.com/authid/detail.uri?authorId=6601967769,provisional_query_candidates
2269,2190,6601985595,Costelloe M.,1,0,1,0,0,,0.333333,false,85058398410,https://www.scopus.com/authid/detail.uri?authorId=6601985595,provisional_query_candidates
2270,2190,6601992604,Klandermans B.,1,1,0,1,1,Amazon Mechanical Turk,0.333333,false,85070721033,https://www.scopus.com/authid/detail.uri?authorId=6601992604,provisional_query_candidates
2271,2190,6601995406,Safdar S.,1,0,0,1,0,,0.5,false,85021134116,https://www.scopus.com/authid/detail.uri?authorId=6601995406,provisional_query_candidates
2272,2190,6602076925,Van Boven L.,1,0,0,1,0,,0.2,true,85120425286,https://www.scopus.com/authid/detail.uri?authorId=6602076925,provisional_query_candidates
2273,2190,6602104017,Crepaz M.M.L.,1,1,1,1,0,,1.0,false,85197902746,https://www.scopus.com/authid/detail.uri?authorId=6602104017,provisional_query_candidates
2274,2190,6602115689,Gohmann S.,1,0,0,1,0,,0.25,false,85143858690,https://www.scopus.com/authid/detail.uri?authorId=6602115689,provisional_query_candidates
2275,2190,6602116185,Patt A.G.,1,0,0,1,0,,0.25,false,85054757575,https://www.scopus.com/authid/detail.uri?authorId=6602116185,provisional_query_candidates
2276,2190,6602116782,Wernstedt K.,1,1,0,1,0,,0.333333,false,85088817409,https://www.scopus.com/authid/detail.uri?authorId=6602116782,provisional_query_candidates
2277,2190,6602126505,Rasinski K.A.,1,1,1,0,0,,0.25,false,82255191868,https://www.scopus.com/authid/detail.uri?authorId=6602126505,provisional_query_candidates
2278,2190,6602146413,Hochschild J.,1,0,1,0,0,,0.333333,true,85103499459,https://www.scopus.com/authid/detail.uri?authorId=6602146413,provisional_query_candidates
2279,2190,6602165948,Pogarsky G.,1,0,0,1,0,,0.333333,false,85030544249,https://www.scopus.com/authid/detail.uri?authorId=6602165948,provisional_query_candidates
2280,2190,6602167774,Bucy E.P.,1,0,0,1,0,,0.5,false,85143604059,https://www.scopus.com/authid/detail.uri?authorId=6602167774,provisional_query_candidates
2281,2190,6602213082,Ginis K.A.M.,1,1,0,1,0,,0.5,false,84887261251,https://www.scopus.com/authid/detail.uri?authorId=6602213082,provisional_query_candidates
2282,2190,6602224225,Nieuwbeerta P.,1,1,0,1,0,,0.25,false,105001068201,https://www.scopus.com/authid/detail.uri?authorId=6602224225,provisional_query_candidates
2283,2190,6602228540,Steg L.,1,0,0,1,0,,0.333333,false,86000080205,https://www.scopus.com/authid/detail.uri?authorId=6602228540,provisional_query_candidates
2284,2190,6602237699,Øverbye E.,1,1,0,1,0,,0.333333,false,85015026292,https://www.scopus.com/authid/detail.uri?authorId=6602237699,provisional_query_candidates
2285,2190,6602242326,Wantchekon L.,1,0,0,1,0,,0.333333,false,85099537007,https://www.scopus.com/authid/detail.uri?authorId=6602242326,provisional_query_candidates
2286,2190,6602247197,Méon P.G.,1,0,0,1,0,,0.5,false,85185516367,https://www.scopus.com/authid/detail.uri?authorId=6602247197,provisional_query_candidates
2287,2190,6602277868,Madrian B.C.,1,0,0,1,0,,0.25,false,84951003254,https://www.scopus.com/authid/detail.uri?authorId=6602277868,provisional_query_candidates
2288,2190,6602281748,Colombatto E.,1,0,0,1,0,,0.5,false,105002231965,https://www.scopus.com/authid/detail.uri?authorId=6602281748,provisional_query_candidates
2289,2190,6602294266,Steinmo S.,1,0,0,1,1,Amazon Mechanical Turk,0.333333,false,85104447444,https://www.scopus.com/authid/detail.uri?authorId=6602294266,provisional_query_candidates
2290,2190,6602298752,Herne K.,1,0,1,0,0,,0.2,false,85124773382,https://www.scopus.com/authid/detail.uri?authorId=6602298752,provisional_query_candidates
2291,2190,6602318923,Montpetit É.,1,0,1,0,0,,0.5,false,84937251689,https://www.scopus.com/authid/detail.uri?authorId=6602318923,provisional_query_candidates
2292,2190,6602330678,Eisenstadt T.A.,1,0,1,0,0,,0.25,false,85191745594,https://www.scopus.com/authid/detail.uri?authorId=6602330678,provisional_query_candidates
2293,2190,6602343552,Kaplowitz S.A.,1,1,1,0,0,,0.5,true,84945532137,https://www.scopus.com/authid/detail.uri?authorId=6602343552,provisional_query_candidates
2294,2190,6602353571,Achterberg P.,1,0,1,1,0,,1.0,false,84904053706,https://www.scopus.com/authid/detail.uri?authorId=6602353571,provisional_query_candidates
2295,2190,6602361014,Gennetian L.A.,1,1,0,1,0,,0.25,false,85216854151,https://www.scopus.com/authid/detail.uri?authorId=6602361014,provisional_query_candidates
2296,2190,6602364598,Isernia P.,1,0,0,1,0,,0.25,false,85105685379,https://www.scopus.com/authid/detail.uri?authorId=6602364598,provisional_query_candidates
2297,2190,6602375694,Kaphingst K.A.,1,0,0,1,0,,0.333333,false,85209666658,https://www.scopus.com/authid/detail.uri?authorId=6602375694,provisional_query_candidates
2298,2190,6602386277,Van der Brug W.,1,0,0,1,0,,0.25,false,85075334741,https://www.scopus.com/authid/detail.uri?authorId=6602386277,provisional_query_candidates
2299,2190,6602398574,Sedelmeier U.,1,0,0,1,0,,0.5,false,85173494123,https://www.scopus.com/authid/detail.uri?authorId=6602398574,provisional_query_candidates
2300,2190,6602405220,Braüninger T.,1,0,1,0,0,,0.25,false,85119401868,https://www.scopus.com/authid/detail.uri?authorId=6602405220,provisional_query_candidates
2301,2190,6602442458,Margetts H.,1,1,0,1,0,,0.166667,false,86000640200,https://www.scopus.com/authid/detail.uri?authorId=6602442458,provisional_query_candidates
2302,2190,6602455593,Akins S.,1,1,0,1,0,,0.5,false,85131935481,https://www.scopus.com/authid/detail.uri?authorId=6602455593,provisional_query_candidates
2303,2190,6602459820,Svartdal F.,1,1,0,1,0,,0.25,false,85046294101,https://www.scopus.com/authid/detail.uri?authorId=6602459820,provisional_query_candidates
2304,2190,6602498748,Arriaga R.I.,1,1,0,1,0,,0.142857,false,105004259427,https://www.scopus.com/authid/detail.uri?authorId=6602498748,provisional_query_candidates
2305,2190,6602512550,Goodliffe J.,1,0,1,0,0,,0.5,false,85198292465,https://www.scopus.com/authid/detail.uri?authorId=6602512550,provisional_query_candidates
2306,2190,6602513602,Peffley M.,1,0,1,0,0,,0.333333,false,85165559230,https://www.scopus.com/authid/detail.uri?authorId=6602513602,provisional_query_candidates
2307,2190,6602515271,Golby J.,1,0,1,0,0,,0.333333,false,85034439604,https://www.scopus.com/authid/detail.uri?authorId=6602515271,provisional_query_candidates
2308,2190,6602541788,Torsvik G.,1,1,0,1,0,,0.25,false,84956951259,https://www.scopus.com/authid/detail.uri?authorId=6602541788,provisional_query_candidates
2309,2190,6602585549,Job O.,1,1,1,0,0,,0.2,false,84877691576,https://www.scopus.com/authid/detail.uri?authorId=6602585549,provisional_query_candidates
2310,2190,6602622718,Plutzer E.,1,0,1,0,0,,0.5,false,85216299312,https://www.scopus.com/authid/detail.uri?authorId=6602622718,provisional_query_candidates
2311,2190,6602633375,Dagan H.,1,0,1,0,0,,0.5,false,85129754540,https://www.scopus.com/authid/detail.uri?authorId=6602633375,provisional_query_candidates
2312,2190,6602676810,Hayo B.,1,0,1,0,0,,0.5,false,85185516367,https://www.scopus.com/authid/detail.uri?authorId=6602676810,provisional_query_candidates
2313,2190,6602678629,Frickel S.,1,1,0,1,0,,0.2,false,84921455919,https://www.scopus.com/authid/detail.uri?authorId=6602678629,provisional_query_candidates
2314,2190,6602698835,Doosje B.,1,0,0,1,0,,0.2,false,85176265881,https://www.scopus.com/authid/detail.uri?authorId=6602698835,provisional_query_candidates
2315,2190,6602707505,Morss R.E.,1,1,1,0,0,,0.2,false,85042088071,https://www.scopus.com/authid/detail.uri?authorId=6602707505,provisional_query_candidates
2316,2190,6602712238,Pontusson J.,1,0,0,1,0,,0.5,false,85124501942,https://www.scopus.com/authid/detail.uri?authorId=6602712238,provisional_query_candidates
2317,2190,6602714670,Leighley J.,1,0,0,1,0,,0.25,false,85213358307,https://www.scopus.com/authid/detail.uri?authorId=6602714670,provisional_query_candidates
2318,2190,6602724058,Clay-Warner J.,1,1,1,0,0,,0.2,false,85198365223,https://www.scopus.com/authid/detail.uri?authorId=6602724058,provisional_query_candidates
2319,2190,6602746736,Png I.P.L.,1,1,0,1,0,,0.5,false,105016593587,https://www.scopus.com/authid/detail.uri?authorId=6602746736,provisional_query_candidates
2320,2190,6602759224,Dotan Y.,1,0,0,1,0,,0.333333,false,85087093352,https://www.scopus.com/authid/detail.uri?authorId=6602759224,provisional_query_candidates
2321,2190,6602768917,Padavic I.,1,1,0,1,0,,0.5,false,85100911911,https://www.scopus.com/authid/detail.uri?authorId=6602768917,provisional_query_candidates
2322,2190,6602772925,Voeten E.,1,1,0,1,0,,0.25,false,85119473120,https://www.scopus.com/authid/detail.uri?authorId=6602772925,provisional_query_candidates
2323,2190,6602779290,Grietens H.,1,1,0,1,0,,0.25,false,85126325764,https://www.scopus.com/authid/detail.uri?authorId=6602779290,provisional_query_candidates
2324,2190,6602786086,Einarsen S.,1,1,0,1,0,,0.2,false,85021200122,https://www.scopus.com/authid/detail.uri?authorId=6602786086,provisional_query_candidates
2325,2190,6602790730,Gilens M.,1,1,0,1,0,,0.5,true,105021654617,https://www.scopus.com/authid/detail.uri?authorId=6602790730,provisional_query_candidates
2326,2190,6602791492,Lascher E.L.,1,0,0,1,0,,0.333333,false,85194380866,https://www.scopus.com/authid/detail.uri?authorId=6602791492,provisional_query_candidates
2327,2190,6602797557,Kroska A.,1,1,0,1,0,,0.5,false,85123286188,https://www.scopus.com/authid/detail.uri?authorId=6602797557,provisional_query_candidates
2328,2190,6602804263,Desposato S.,1,0,0,1,0,,0.333333,false,84938415222,https://www.scopus.com/authid/detail.uri?authorId=6602804263,provisional_query_candidates
2329,2190,6602807672,Luchini S.,1,0,0,1,0,,0.2,false,85101121301,https://www.scopus.com/authid/detail.uri?authorId=6602807672,provisional_query_candidates
2330,2190,6602814751,Feiock R.C.,1,0,0,1,0,,0.333333,false,85127125550,https://www.scopus.com/authid/detail.uri?authorId=6602814751,provisional_query_candidates
2331,2190,6602835424,Kuipers S.,1,0,0,1,0,,0.333333,false,105010482123,https://www.scopus.com/authid/detail.uri?authorId=6602835424,provisional_query_candidates
2332,2190,6602844678,Surakka V.,1,1,0,1,0,,0.142857,false,85158852016,https://www.scopus.com/authid/detail.uri?authorId=6602844678,provisional_query_candidates
2333,2190,6602851785,Bordignon M.,1,1,1,0,0,,0.333333,false,105042587917,https://www.scopus.com/authid/detail.uri?authorId=6602851785,provisional_query_candidates
2334,2190,6602862372,Gartzke E.,1,0,0,1,0,,0.333333,false,85156134798,https://www.scopus.com/authid/detail.uri?authorId=6602862372,provisional_query_candidates
2335,2190,6602867047,Poutvaara P.,1,0,0,1,0,,0.25,false,105013176186,https://www.scopus.com/authid/detail.uri?authorId=6602867047,provisional_query_candidates
2336,2190,6602882351,Frondel M.,1,1,1,0,0,,0.2,false,105010306210,https://www.scopus.com/authid/detail.uri?authorId=6602882351,provisional_query_candidates
2337,2190,6602885829,Gilljam M.,1,1,0,1,0,,0.25,false,84889633647,https://www.scopus.com/authid/detail.uri?authorId=6602885829,provisional_query_candidates
2338,2190,6602885924,Dorussen H.,1,0,0,1,0,,0.5,false,85169823316,https://www.scopus.com/authid/detail.uri?authorId=6602885924,provisional_query_candidates
2339,2190,6602915394,Kostopoulou O.,1,1,0,1,0,,0.5,false,85152864013,https://www.scopus.com/authid/detail.uri?authorId=6602915394,provisional_query_candidates
2340,2190,6602943698,Heyndels B.,1,0,0,1,0,,0.25,false,85038390442,https://www.scopus.com/authid/detail.uri?authorId=6602943698,provisional_query_candidates
2341,2190,6602944403,Jürges H.,1,1,1,0,0,,0.5,false,84870564570,https://www.scopus.com/authid/detail.uri?authorId=6602944403,provisional_query_candidates
2342,2190,6602950323,Kelemen R.D.,1,0,1,0,0,,0.25,false,85179917717,https://www.scopus.com/authid/detail.uri?authorId=6602950323,provisional_query_candidates
2343,2190,6602965752,Ketzenberg M.,1,1,0,1,0,,0.333333,false,85122265535,https://www.scopus.com/authid/detail.uri?authorId=6602965752,provisional_query_candidates
2344,2190,6603007430,Beegle K.,1,0,1,0,0,,0.25,false,85191983844,https://www.scopus.com/authid/detail.uri?authorId=6603007430,provisional_query_candidates
